order_item_id,order_id,product_id,quantity,unit_price
283,95,102,3,169.19
284,96,137,4,307.70
285,97,80,1,144.45
286,97,61,3,101.6
287,97,9999,0,106.04
288,97,25,1,253.88
289,98,11,2,489.65
290,98,79,3,210.8
291,98,16,2,148.16
292,98,105,3,528.06
293,98,38,3,454.8
294,99,137,2,399.67
295,100,13,5,186.29
296,100,99,2,140.32
297,101,70,-1,379.91
298,101,137,1,307.70
299,102,32,1,105.62
300,102,105,3,
301,102,114,-1,403.81
302,102,16,2,148.16
303,103,24,5,360.88 JOD
304,103,52,1,114.37
305,103,29,1,212.66
306,104,21,0,14.38
307,104,122,1,125.5
308,105,42,1,91.53
309,105,11,4,489.65
310,105,100,2,249.16
311,106,65,1,308.91
312,107,58,2,114.22
313,108,88,2,238.01
314,108,23,4,68.95
315,108,65,5,308.91
316,109,120,2,158.56
317,110,50,1,397.99
318,110,30,1,43.65
319,110,22,1,36.29
320,111,21,3,14.38
321,111,82,2,244.2
322,111,58,3,109.02
323,112,78,1,115.56
324,112,8,5,307.7
325,112,56,0,31.92
326,112,9999,2,216.25
327,112,109,5,824.17
328,113,2,1,190.97
329,113,23,3,68.95
330,113,28,2,291.02
331,114,9999,2,151.87
332,114,19,5,67.77
333,114,45,1,415.91
334,115,68,1,304.43
335,115,46,4,136.73
336,115,93,1,345.11
337,115,81,2,121.47
338,116,102,1,169.19
339,116,69,1,175.49
340,116,86,3,193.79
341,116,51,5,286.54
342,116,121,3,317.45
343,117,116,1,359.58
344,117,50,3,397.99
345,117,75,1,347.56
346,118,23,1,68.95
347,118,65,-1,308.91
348,118,21,1,14.38
349,118,71,2,374.89
350,119,21,1,14.38
351,119,67,2,291.96
352,119,134,1,40.0
353,119,24,2,360.88
354,120,115,1,302.06
355,120,24,3,436.55
356,120,100,1,$249.16
357,120,17,1,185.99
358,120,12,1,184.18
359,121,132,3,82.53
360,122,74,3,34.31
361,123,3,1,390.52
362,123,36,3,19.30
363,124,124,2,58.04
364,124,19,1,67.77
365,124,40,2,199.53
366,124,43,5,330.60
367,125,24,1,360.88
368,125,114,2,403.81
369,125,99,3,140.32
370,125,110,2,193.85
371,126,27,2,112.66
372,126,46,1,136.73
373,126,104,2,$98.77
374,126,50,2,397.99
375,127,23,2,68.95
376,128,43,1,330.6
377,128,136,2,314.21
378,128,80,2,159.77
379,128,40,2,288.17
380,128,86,3,164.39
381,129,62,3,205.4
382,129,18,2,128.87
383,129,107,-1,376.14
384,129,118,1,306.5
385,129,68,1,304.43
386,130,110,1,193.85
387,131,98,1,243.42
388,131,136,3,314.21 JOD
389,131,132,4,82.53
390,132,92,1,339.88
391,132,13,1,186.29
392,132,71,2,374.89
393,132,46,1,136.73
394,133,86,2,164.39
395,134,1,1,585.67
396,134,84,3,455.31
397,134,83,2,319.19
398,134,80,1,144.45
399,134,103,2,244.50
400,135,97,4,369.73
401,135,5,1,407.25
402,136,91,1,243.25
403,137,38,3,454.8
404,138,91,2,243.25
405,138,89,1,204.17
406,138,10,3,28.04
407,138,60,1,16.37
408,139,59,1,169.88
409,140,98,3,243.42
410,140,4,3,546.12
411,140,61,4,101.6
412,141,119,1,528.68
413,141,108,1,242.9
414,141,91,1,243.25
415,141,28,3,222.75
416,142,136,0,314.21
417,143,97,1,369.73
418,143,56,1,31.61
419,143,76,1,383.3
420,143,116,-1,475.97
421,143,45,2,415.91
422,144,16,1,148.16
423,144,72,3,345.57
424,144,96,1,84.49
425,145,128,1,369.54
426,145,90,3,56.52
427,146,44,3,106.04
428,146,45,3,415.91
429,147,17,2,185.99
430,147,25,3,253.88
431,147,137,2,307.7
432,147,42,3,91.53
433,147,125,1,552.19
434,148,74,1,$34.31
435,148,43,1,330.6
436,148,137,2,$307.70
437,148,55,3,285.10
438,148,50,0,397.99
439,149,133,2,97.51
440,149,69,2,175.49
441,149,9999,2,244.2
442,149,64,3,$265.50
443,150,136,4,314.21
444,150,65,1,308.91
445,150,95,1,545.43
446,150,2,1,190.97
447,151,87,1,262.59
448,151,101,1,95.6
449,152,124,2,76.01
450,152,96,3,84.49
451,152,54,1,89.36
452,152,51,1,286.54
453,153,113,2,191.78
454,153,3,2,390.52
455,153,14,0,429.63
456,153,119,5,$450.17
457,153,132,1,82.53
458,154,50,3,397.99
459,154,89,5,203.59
460,154,124,1,58.04
461,154,47,2,627.32
462,154,62,1,205.40
463,155,127,0,587.72
464,155,68,2,304.43
465,155,108,3,242.9
466,155,22,1,$36.29
467,155,136,1,314.21
468,156,25,2,253.88
469,156,48,4,$23.10
470,156,121,1,317.45
471,157,116,1,359.58
472,157,45,1,415.91
473,158,38,4,454.80
474,158,135,1,18.43
475,159,75,-1,347.56
476,159,7,-1,152.65
477,159,23,1,68.95
478,160,75,1,347.56
479,160,59,1,169.88
480,161,112,4,183.26
481,162,44,1,106.04
482,162,27,3,112.66
483,162,126,2,$200.63
484,163,26,5,264.67
485,163,99,2,140.32
486,163,14,1,429.63
487,163,65,2,308.91
488,163,71,3,374.89
489,164,20,3,110.76
490,164,62,1,205.40
491,165,37,1,241.65
492,165,116,1,359.58
493,165,6,2,46.39
494,165,103,0,336.74
495,166,117,1,143.1
496,166,40,4,199.53
497,166,33,4,$407.76
498,166,19,2,67.77
499,166,4,4,546.12
500,167,72,0,404.5
501,167,30,5,43.65
502,167,16,5,148.16
503,167,102,1,169.19 JOD
504,167,35,1,147.98
505,168,81,1,121.47
506,168,83,2,319.19
507,168,115,3,302.06
508,168,129,1,535.98
509,168,46,3,136.73
510,169,124,1,77.87
511,169,127,1,587.72
512,169,4,5,291.93
513,169,59,1,169.88
514,169,18,1,128.87
515,170,111,1,291.81
516,170,115,1,302.06
517,170,41,1,191.67
518,170,26,1,202.13
519,171,132,2,82.53
520,171,76,5,383.3
521,171,106,1,302.53
522,171,22,2,36.29
523,172,53,0,37.16
524,172,102,1,169.19
525,172,77,1,101.15
526,173,3,1,390.52
527,173,21,3,7.34
528,173,27,1,112.66
529,173,1,1,585.67
530,174,102,1,169.19
531,175,16,1,148.16
532,175,117,1,
533,175,111,3,291.81
534,175,110,3,193.85
535,175,125,3,552.19
536,176,42,1,91.53
537,176,102,1,169.19
538,177,133,2,97.51
539,177,75,2,520.40
540,178,132,1,82.53
541,178,114,4,403.81
542,179,9999,4,19.3
543,179,54,1,89.36
544,179,126,4,200.63
545,179,96,1,84.49
546,179,3,1,390.52
547,180,79,3,210.8
548,180,36,1,19.3
549,180,135,1,18.43
550,180,133,1,97.51
551,181,71,1,374.89
552,181,89,1,403.36
553,181,18,1,128.87
554,181,22,3,36.29
555,181,59,4,169.88
556,182,91,0,243.25
557,182,2,2,103.48
558,182,53,1,37.16
559,182,22,1,36.29
560,183,68,1,304.43
561,183,9999,4,101.6
562,183,103,4,244.5
563,184,90,2,$56.52
564,184,110,1,193.85
565,184,6,1,46.39
566,184,47,5,627.32
567,184,76,1,383.3
568,185,50,1,487.30
569,185,118,1,306.50
570,185,31,2,71.76
571,186,76,2,383.3
572,186,39,1,253.25
573,187,5,1,593.66
574,187,57,1,213.11
575,187,118,2,306.50
576,187,18,1,160.49
577,188,107,2,376.14
578,188,79,1,210.80
579,188,121,2,317.45
580,189,115,5,$168.96
581,189,99,1,140.32
582,189,40,1,199.53
583,189,60,2,16.37
584,190,75,1,347.56
585,191,92,1,339.88
586,191,74,1,34.31
587,192,10,5,28.04
588,192,111,0,378.35
589,193,109,2,579.16
590,193,132,0,82.53
591,193,17,5,185.99
592,194,91,1,243.25
593,194,133,2,97.51
594,195,75,1,347.56
595,195,67,0,291.96
596,195,14,1,429.63 JOD
597,195,87,1,262.59
598,195,20,2,61.62
599,196,12,3,
600,196,6,2,46.39
601,196,49,1,206.38
602,197,101,1,126.64
603,197,117,1,143.1
604,197,41,4,276.41
605,197,102,5,
606,198,62,1,205.4
607,198,135,1,18.43
608,199,23,2,91.51
609,199,104,2,98.77
610,199,126,1,200.63
611,200,21,2,14.38 JOD
612,201,103,4,244.5
613,201,92,2,$339.88
614,202,35,1,152.88
615,202,126,2,200.63
616,202,16,1,148.16
617,202,88,2,182.67
618,202,31,-1,71.76
619,203,52,4,171.01
620,203,28,-1,222.75
621,203,90,3,56.52
622,203,98,1,243.42
623,204,43,5,330.6
624,204,30,1,43.65
625,204,39,-1,253.25
626,205,124,2,58.04
627,205,133,2,97.51
628,206,2,1,190.97
629,206,70,3,379.91
630,206,133,4,97.51
631,206,135,2,18.43
632,207,38,3,$454.80
633,207,40,3,199.53
634,207,124,3,58.04
635,207,9,2,178.19 JOD
636,207,5,1,407.25
637,208,107,2,376.14
638,208,119,1,528.68
639,208,126,0,200.63
640,208,12,1,214.91
641,209,119,2,429.60
642,210,83,1,319.19
643,211,77,2,101.15
644,212,107,5,376.14
645,212,91,1,243.25
646,213,69,2,175.49
647,214,133,3,97.51
648,214,4,3,546.12
649,215,52,4,171.01
650,216,5,5,407.25
651,216,32,1,105.62
652,217,1,1,585.67
653,217,50,-1,$397.99
654,217,79,1,210.80
655,217,98,1,$243.42
656,218,64,1,265.5
657,218,78,1,121.77
658,218,48,2,23.1
659,219,27,1,112.66
660,219,12,2,$214.91
661,220,133,4,97.51
662,220,47,3,627.32
663,221,133,5,97.51
664,221,67,3,291.96
665,221,98,2,243.42
666,221,57,2,213.11
667,221,111,1,291.81
668,222,38,1,454.8
669,222,37,1,241.65
670,222,120,1,201.77
671,223,43,1,330.60
672,223,92,3,339.88 JOD
673,224,84,-1,455.31
674,224,6,3,46.39
675,225,45,5,415.91
676,226,8,1,351.36
677,226,106,1,252.84
678,226,78,4,121.77
679,226,46,1,136.73
680,227,92,2,$339.88
681,227,51,2,253.18
682,227,48,1,23.10
683,227,6,4,46.39
684,227,130,1,59.94
685,228,78,1,107.22
686,228,15,4,81.29
687,228,92,1,339.88
688,229,136,1,314.21
689,230,38,1,454.8
690,231,128,3,369.54
691,232,124,4,58.04
692,233,30,2,35.08
693,233,28,5,222.75
694,233,129,4,535.98
695,234,41,1,191.67
696,234,75,1,347.56
697,235,28,5,222.75
698,236,90,3,56.52
699,236,68,2,304.43
700,236,50,3,279.39
701,236,25,1,156.23
702,237,78,4,121.77
703,237,40,1,199.53
704,237,117,2,143.1
705,237,88,1,238.01
706,238,15,1,81.29
707,238,102,2,169.19
708,239,117,1,143.1
709,240,52,1,171.01
710,240,121,1,317.45
711,240,106,2,252.84
712,241,2,2,190.97
713,241,111,0,291.81
714,241,73,1,331.02
715,241,80,1,144.45
716,242,40,1,199.53
717,243,88,3,238.01
718,243,128,1,369.54
719,243,107,1,376.14
720,243,129,5,535.98
721,244,57,1,213.11
722,244,131,3,396.05
723,244,44,4,106.04
724,245,72,4,404.5
725,245,117,0,143.1
726,245,74,1,34.31
727,245,130,3,59.94
728,246,70,5,379.91
729,246,66,4,231.0
730,246,133,2,97.51
731,247,40,1,199.53
732,247,75,5,347.56
733,247,35,4,152.88
734,247,131,2,396.05
735,247,127,0,587.72
736,248,100,2,249.16
737,248,76,2,383.30
738,248,96,2,84.49
739,248,23,2,68.95
740,248,49,1,206.38
741,249,58,-1,109.02
742,249,6,2,46.39
743,249,24,1,360.88
744,250,119,1,528.68
745,250,8,1,307.70
746,250,45,3,415.91
747,250,103,1,244.50
748,250,51,1,286.54
749,251,137,4,327.65
750,252,89,1,403.36
751,252,59,1,169.88
752,253,69,1,175.49
753,253,26,2,
754,253,23,2,42.11
755,253,71,2,374.89
756,254,114,1,403.81
757,254,49,1,206.38
758,254,79,2,210.80
759,254,14,1,429.63
760,255,21,3,14.38
761,255,41,2,191.67
762,255,125,2,
763,256,23,3,68.95
764,256,93,1,345.11
765,256,130,1,59.94
766,256,18,1,122.24
767,257,27,1,112.66
768,257,34,1,220.10
769,257,2,-1,190.97
770,257,84,3,455.31
771,258,117,1,143.1
772,259,80,1,144.45
773,259,99,3,140.32
774,259,133,1,97.51
775,260,67,2,291.96
776,260,134,4,40.00
777,260,86,1,184.82
778,260,79,1,210.8
779,260,75,3,302.48
780,261,67,2,291.96
781,261,68,1,304.43
782,261,72,1,404.5
783,262,47,3,606.41
784,262,105,1,528.06
785,262,50,3,397.99
786,262,38,3,
787,262,33,1,407.76
788,263,136,2,314.21
789,263,47,3,627.32
790,263,107,1,376.14
791,264,62,5,266.85
792,264,24,3,360.88
793,264,100,2,
794,265,81,2,121.47
795,266,127,2,587.72
796,266,18,1,128.87
797,266,53,2,37.16
798,266,26,4,264.67
799,266,95,1,545.43
800,267,114,1,403.81
801,267,40,2,199.53
802,267,9999,-1,28.04
803,267,13,2,186.29
804,268,109,2,579.16
805,268,102,2,169.19
806,268,49,3,206.38
807,268,64,1,265.5
808,268,52,1,171.01
809,269,116,1,359.58
810,270,134,4,40.0
811,270,80,1,144.45
812,270,19,2,67.77
813,270,7,1,152.65
814,271,40,5,199.53
815,271,41,2,191.67
816,271,121,2,317.45
817,271,21,1,14.38
818,271,111,2,291.81
819,272,22,2,36.29
820,272,13,0,186.29
821,272,9,3,178.19
822,273,49,2,206.38
823,273,57,2,213.11
824,273,92,1,339.88
825,273,59,3,169.88
826,273,45,1,415.91
827,274,82,3,244.2
828,275,86,2,164.39
829,275,42,1,91.53
830,275,15,3,93.56
831,275,48,2,23.1
832,275,127,3,587.72
833,276,91,2,243.25
834,276,10,2,28.04
835,276,81,3,121.47
836,277,131,4,396.05
837,277,126,3,300.4
838,277,43,2,330.60
839,277,118,0,306.5
840,278,81,1,121.47
841,279,101,2,95.6
842,279,126,2,200.63
843,279,96,5,84.49
844,280,97,1,369.73
845,280,68,2,347.59
846,281,90,1,56.52
847,281,59,1,169.88
848,282,28,1,222.75
849,283,108,1,338.85 JOD
850,283,80,2,144.45
851,283,74,1,34.31
852,283,137,3,377.39
853,284,52,2,171.01
854,284,94,3,389.50
855,285,6,1,53.84
856,285,118,4,411.18
857,286,42,1,
858,286,11,1,489.65
859,287,67,1,291.96
860,287,85,1,8.08
861,287,70,1,379.91
862,287,5,1,407.25
863,287,131,2,396.05
864,288,15,2,81.29
865,289,48,2,23.1
866,290,135,2,18.43
867,291,55,1,216.25
868,291,134,1,40.00
869,291,65,-1,308.91
870,291,68,5,304.43
871,291,97,3,369.73
872,292,97,1,369.73
873,292,72,-1,404.5
874,292,123,0,151.87
875,292,105,1,528.06
876,292,55,0,216.25
877,293,48,1,23.1
878,293,2,0,190.97
879,293,113,3,191.78
880,294,89,3,403.36
881,294,136,3,314.21
882,295,96,2,84.49
883,295,43,3,330.6
884,295,9,4,229.70
885,296,26,2,264.67
886,296,56,1,31.92
887,296,28,2,222.75
888,296,33,1,407.76
889,296,4,1,546.12
890,297,100,1,249.16
891,297,55,1,216.25
892,297,118,2,306.5
893,297,127,1,587.72
894,298,115,2,302.06
895,298,126,1,200.63
896,299,70,1,379.91
897,299,102,4,169.19
898,299,121,1,317.45
899,299,25,1,253.88
900,299,76,1,383.3
901,300,9999,3,213.11
902,300,137,1,307.7
903,301,89,1,403.36
904,302,71,2,374.89
905,302,42,1,91.53
906,302,20,1,110.76
907,302,90,3,56.52
908,303,103,1,244.5
909,303,65,1,308.91
910,303,37,1,241.65
911,303,89,4,403.36
912,303,131,1,396.05
913,304,77,1,101.15
914,304,25,1,$253.88
915,304,47,3,627.32
916,305,87,0,262.59
917,305,2,3,111.31
918,305,137,1,307.7
919,305,83,5,319.19
920,306,107,1,376.14
921,306,25,2,253.88
922,306,45,1,415.91
923,307,38,1,454.8
924,307,39,2,253.25
925,307,113,2,191.78
926,307,112,4,183.26
927,308,117,1,143.1
928,308,28,3,222.75
929,309,86,4,164.39
930,309,94,1,389.5
931,309,107,1,376.14
932,309,54,2,89.36
933,309,24,4,360.88
934,310,29,0,181.96
935,310,28,1,222.75
936,310,131,4,396.05
937,310,115,3,$302.06
938,310,111,2,291.81
939,311,106,0,252.84
940,311,121,2,317.45
941,311,28,1,222.75
942,311,66,-1,231.0
943,311,37,2,241.65
944,312,44,2,106.04
945,312,136,1,314.21
946,312,108,1,242.90
947,312,42,1,91.53
948,313,70,1,
949,314,38,0,454.8
950,314,5,1,407.25
951,314,73,1,331.02
952,314,43,1,330.60
953,315,16,1,148.16
954,315,69,1,175.49
955,316,124,0,58.04
956,316,44,2,106.04
957,316,98,3,243.42
958,317,52,2,171.01
959,318,27,2,112.66
960,318,53,3,37.16
961,319,22,3,36.29
962,319,12,-1,214.91
963,319,76,1,383.30
964,320,133,1,97.51
965,320,7,3,152.65
966,320,134,3,40.0
967,320,68,4,304.43
968,320,71,-1,374.89
969,321,111,3,291.81
970,321,100,2,249.16
971,321,126,2,200.63
972,321,97,3,369.73
973,321,103,1,244.5
974,322,22,1,36.29
975,322,46,1,136.73
976,322,33,1,407.76
977,322,92,1,203.68
978,322,68,1,304.43
979,323,9,3,178.19
980,324,58,2,109.02
981,324,110,2,193.85
982,324,55,1,216.25
983,325,73,1,331.02
984,326,99,1,140.32
985,326,103,3,244.5
986,326,29,1,181.96
987,327,71,1,374.89
988,327,11,3,489.65
989,327,53,1,37.16
990,327,123,4,85.96
991,327,21,3,14.38
992,328,84,3,455.31
993,328,112,1,$183.26
994,328,71,1,374.89
995,328,65,2,308.91
996,329,78,3,121.77
997,329,41,5,191.67
998,329,84,1,653.64
999,330,16,5,148.16
1000,331,75,1,347.56
1001,331,124,1,58.04
1002,332,80,1,144.45
1003,332,21,2,14.38
1004,332,40,2,199.53
1005,332,46,-1,136.73
1006,333,33,-1,407.76
1007,334,61,-1,101.6
1008,335,14,1,$429.63
1009,336,121,4,449.01
1010,336,55,5,216.25
1011,336,50,5,397.99
1012,336,45,3,415.91
1013,336,17,5,245.24
1014,337,40,1,199.53
1015,337,128,4,369.54
1016,337,132,1,82.53
1017,337,30,1,43.65
1018,337,26,1,264.67
1019,338,6,1,
1020,338,41,2,191.67
1021,338,129,4,535.98
1022,339,53,-1,37.16
1023,339,107,1,507.35
1024,340,7,1,152.65
1025,340,109,2,579.16
1026,340,40,1,$199.53
1027,340,71,1,395.70
1028,340,80,1,144.45
1029,341,135,2,18.43
1030,342,92,2,339.88
1031,343,69,1,175.49
1032,343,11,0,489.65
1033,344,89,3,$403.36
1034,344,41,3,191.67
1035,344,86,2,$164.39
1036,344,35,1,152.88
1037,345,95,3,545.43
1038,345,93,1,345.11
1039,346,93,1,345.11
1040,346,51,1,286.54
1041,346,86,5,164.39
1042,347,93,2,345.11
1043,347,51,1,286.54
1044,347,33,1,407.76
1045,348,95,1,545.43
1046,348,119,1,528.68
1047,348,70,1,379.91
1048,349,37,1,241.65
1049,349,68,1,279.67
1050,349,15,1,81.29
1051,349,78,2,121.77
1052,349,49,4,206.38
1053,350,135,1,18.43
1054,350,13,3,186.29
1055,351,44,1,106.04
1056,351,64,1,265.50
1057,352,80,3,144.45
1058,353,10,5,33.22
1059,353,111,2,291.81
1060,353,133,1,97.51
1061,354,35,1,152.88
1062,355,50,0,$270.24
1063,355,39,2,253.25
1064,355,83,5,319.19
1065,355,15,3,81.29
1066,356,33,-1,407.76
1067,356,59,2,169.88
1068,356,114,0,403.81
1069,356,102,1,169.19
1070,357,47,3,$627.32
1071,357,104,1,98.77
1072,358,78,-1,120.78
1073,358,118,2,306.5
1074,358,108,3,242.9
1075,358,79,1,246.79
1076,359,46,2,136.73
1077,360,134,2,41.81
1078,360,25,0,253.88
1079,360,111,1,291.81
1080,360,131,3,396.05
1081,361,73,1,331.02
1082,361,37,1,241.65
1083,361,94,1,389.5
1084,361,130,1,75.91
1085,361,47,2,627.32
1086,362,92,1,339.88
1087,362,52,1,171.01
1088,363,39,1,253.25
1089,363,29,2,181.96
1090,363,8,1,307.70 JOD
1091,363,23,2,68.95
1092,364,53,2,37.16
1093,364,9,1,178.19
1094,364,74,1,34.31
1095,365,118,1,306.5
1096,365,135,4,18.43
1097,366,115,0,302.06
1098,366,46,2,136.73
1099,366,36,1,19.30
1100,366,124,-1,58.04
1101,366,114,1,403.81
1102,367,84,4,455.31
1103,367,120,1,201.77
1104,368,103,2,244.5
1105,368,97,3,369.73
1106,368,107,1,376.14
1107,368,113,1,191.78
1108,368,65,2,$308.91
1109,369,128,4,$369.54
1110,369,39,5,253.25
1111,369,37,1,241.65
1112,370,25,2,253.88
1113,370,63,1,575.86
1114,370,69,1,175.49
1115,370,99,1,190.06
1116,370,19,1,65.2
1117,371,127,1,587.72
1118,371,123,1,151.87
1119,371,121,1,317.45
1120,371,131,3,396.05
1121,371,74,2,34.31
1122,372,85,3,8.08
1123,372,53,2,37.16
1124,372,57,2,213.11
1125,373,109,2,579.16
1126,374,108,2,242.9
1127,374,14,1,429.63
1128,374,25,1,253.88
1129,374,127,1,587.72
1130,375,44,1,106.04
1131,375,98,2,243.42
1132,375,68,-1,304.43
1133,375,3,1,390.52
1134,375,102,2,169.19
1135,376,76,3,383.3
1136,377,48,2,23.1
1137,377,64,3,265.5
1138,377,19,5,67.77
1139,378,123,1,151.87 JOD
1140,378,116,1,359.58
1141,378,11,1,489.65
1142,378,94,1,389.50
